47	2008-10-16	금융위기	52	뉴욕	31	중국	25	일본	24	악화	21	폭락	18	독일	17	우려	16	중앙은행	10	유럽	9
48	2008-10-17	금융위기	61	중국	34	뉴욕	30	악화	23	일본	21	경쟁	17	보도	15	독일	14	금융시장	13	인도	11
49	2008-10-20	금융위기	85	중국	56	일본	35	금융시장	24	한국은행	23	보도	19	뉴욕	18	우려	17	네덜란드	15	정부	13
50	2008-10-21	금융위기	64	뉴욕	42	일본	39	중국	36	계획	22	금융시장	21	독일	18	대공황	15	신문	14	민주당	13
51	2008-10-22	금융위기	81	중국	55	뉴욕	53	일본	39	악화	32	계획	22	우려	20	유럽	18	독일	17	보도	15
52	2008-10-23	금융위기	49	일본	25	중국	18	금융시장	17	악화	15	뉴욕	14	독일	12	우려	11	증가	9	아르헨티나	8
53	2008-10-24	금융위기	37	일본	19	뉴욕	18	우려	17	중국	14	폭락	11	악화	10	오스트리아	9	주식시장	8	인도	7
54	2008-10-27	금융위기	34	일본	33	한국은행	24	우려	18	중국	13	독일	12	악화	11	보도	10	파산	9	호주	8
55	2008-10-28	금융위기	41	일본	32	우려	19	중국	18	보도	17	뉴욕	14	독일	12	악화	10	유럽	9	한국은행	8
56	2008-10-29	중국	38	뉴욕	23	독일	16	신문	13	금융시장	11	중앙은행	10	우크라이나	9	감소	8	헝가리	7	증시	6
57	2008-10-30	금융위기	40	일본	35	중국	31	뉴욕	27	우려	18	한국은행	17	폭락	16	금융시장	15	금리인하	14	유럽	13
58	2008-10-31	금융위기	38	일본	31	뉴욕	24	중국	22	우려	16	악화	11	허리케인	10	지속	9	증시	8	인도	7
59	2008-11-03	금융위기	51	중국	28	일본	27	뉴욕	20	성장	18	우려	14	보도	12	유럽	10	움직임	8	호주	7
60	2008-11-04	금융위기	40	중국	38	일본	36	최악	17	호주	14	증시	11	한국은행	10	포드	9	중앙은행	8	움직임	7
61	2008-11-06	일본	29	오바마	27	중국	21	악화	19	뉴욕	17	민주당	16	보도	13	정치	12	증시	10	중앙은행	8
62	2008-11-12	금융위기	52	중국	50	일본	31	우려	30	악화	23	보도	17	러시아	15	상업	14	파산	13	증시	12
63	2008-11-13	금융위기	43	중국	40	일본	28	우려	22	보도	18	독일	17	계획	16	금융시장	14	인도	13	증가	12
64	2008-11-17	일본	38	중국	31	독일	19	보도	16	우려	15	신문	12	유럽	11	정치	10	증시	9	인터뷰	8
65	2008-11-18	일본	56	금융위기	45	뉴욕	32	중국	27	우려	21	악화	18	유럽	17	독일	15	최고경영자	14	최악	11
66	2008-11-20	일본	46	독일	42	뉴욕	36	금융위기	31	중국	26	우려	24	디플레이션	19	보도	18	악화	17	감소	15
67	2008-11-24	금융위기	41	중국	36	계획	23	뉴욕	22	일본	18	독일	13	우려	12	증시	10	정치	9	움직임	8
68	2008-11-26	중국	44	금융위기	37	일본	32	보도	18	뉴욕	17	우려	16	오바마	14	금융시장	13	최악	11	호주	10
69	2008-11-28	일본	32	중국	26	금융위기	22	악화	16	추수감사절	15	유럽	14	우려	13	뉴욕	11	증시	10	포드	9
70	2008-12-01	일본	35	금융위기	31	중국	23	우려	15	계획	14	파산	13	증시	12	뉴욕	11	포드	10	신문	9
71	2008-12-02	일본	40	뉴욕	38	중국	32	악화	25	우려	21	폭락	19	독일	17	유럽	15	상업	14	호주	13
72	2008-12-04	일본	43	금융위기	39	뉴욕	29	중국	28	악화	24	프랑스	20	유럽	19	최악	18	중앙은행	17	파산	16
73	2008-12-08	금융위기	30	일본	29	중국	28	독일	12	계획	11	수출	9	파산	8	최악	7	홍콩	6	인도	5
74	2008-12-09	일본	32	중국	25	악화	17	증시	11	보도	10	호주	9	홍콩	8	전세계	7	움직임	6	프랑스	5
75	2008-12-10	중국	39	일본	29	백악관	17	금융위기	15	수출	13	민주당	12	뉴욕	11	포드	10	업계	9	파산보호	8
76	2008-12-11	일본	36	중국	35	금융위기	15	보도	14	한국은행	13	우려	11	파산	10	오바마	9	백악관	8	지속	7
77	2008-12-17	일본	60	금리인하	37	중국	36	수단	29	제로	27	금융위기	26	보도	20	공격	18	계획	17	악화	15
78	2008-12-18	일본	47	뉴욕	32	금융위기	23	중국	20	악화	18	제로	16	우려	15	인도	14	정책	13	신문	12
79	2008-12-19	일본	77	뉴욕	36	중국	29	우려	23	금리인하	22	파산	18	백악관	15	업계	14	오바마	13	제로	12
80	2008-12-22	중국	45	일본	33	금융위기	22	독일	16	증시	14	파산	13	보도	11	악화	10	주말	9	상업	8
81	2008-12-23	뉴욕	48	일본	42	중국	41	금융위기	24	악화	21	금리인하	17	우려	14	감소	13	증시	12	보도	11
82	2008-12-24	뉴욕	40	중국	38	금융위기	29	일본	27	정치	19	주택	18	악화	16	수출	14	보도	13	프랑스	12
83	2008-12-29	일본	37	중국	24	신문	22	금융위기	18	공습	15	보도	12	증시	11	주말	10	쿠웨이트	9	오바마	8
84	2009-01-02	중국	29	새해	25	일본	21	우려	14	최악	13	신문	12	우크라이나	11	정부	10	유럽	9	협상	8
85	2009-01-05	중국	45	일본	39	금융위기	26	증가	18	뉴욕	16	보도	14	오바마	13	인터뷰	12	한국은행	11	증시	10
86	2009-01-08	중국	48	뉴욕	29	우려	28	일본	26	악화	19	실업률	18	금융위기	16	오바마	15	성장	14	공격	13
87	2009-01-13	중국	45	일본	38	뉴욕	35	우려	31	악화	29	감소	22	오바마	17	수출	13	유럽	12	알루미늄	11
88	2009-01-15	뉴욕	48	중국	44	독일	43	악화	37	금융위기	35	일본	28	우려	25	구조조정	20	감소	19	최고경영자	16
89	2009-01-16	뉴욕	37	중국	32	일본	29	우려	26	금융위기	24	악화	20	상원	17	오바마	15	독일	14	손실	12
90	2009-01-20	중국	33	일본	32	금융위기	30	독일	20	우려	19	오바마	16	유럽	15	뉴욕	14	이탈리아	13	런던	12
91	2009-01-28	일본	36	금융위기	32	뉴욕	23	악화	17	계획	16	중국	15	오바마	13	실업률	12	보도	11	신문	9
92	2009-01-30	일본	34	중국	24	금융위기	23	뉴욕	18	독일	16	우려	15	스위스	14	실업률	12	오바마	11	최악	9
93	2009-02-04	일본	31	중국	30	뉴욕	14	악화	12	최고경영자	9	백악관	8	캐나다	7	호주	6	휴대전화	5	홍콩	4
94	2009-02-16	중국	13	금융위기	12	악화	7	우려	6	최악	5	한국은행	4	하이	3	항셍지수	2	후보자	1	없음	0
95	2009-02-17	일본	14	금융위기	13	파산	12	유럽	11	중국	10	우려	8	북한	6	최악	5	트럼프	4	휴일	3
96	2009-02-19	일본	57	중국	51	뉴욕	37	금융위기	27	우려	26	악화	24	오바마	21	프랑스	19	주택	17	계획	16
97	2009-02-20	중국	47	뉴욕	36	일본	35	우려	23	금융위기	22	악화	19	독일	16	실업	15	보도	14	한국은행	13
98	2009-02-23	금융위기	42	중국	39	일본	27	금융시장	20	우려	17	신문	15	호주	13	악화	12	증시	11	정부	10
99	2009-02-24	뉴욕	52	일본	41	중국	35	금융위기	31	우려	26	보도	23	오바마	20	독일	18	파산보호	17	협상	16
100	2009-02-25	일본	68	금융위기	35	뉴욕	31	독일	21	중국	20	최악	19	악화	18	우려	17	신문	15	오바마	14
101	2009-03-02	일본	43	중국	30	독일	19	우려	18	보도	17	금융시장	14	경제위기	13	증시	12	주식	11	신문	10
102	2009-03-09	일본	43	중국	30	금융위기	27	뉴욕	16	우려	13	경쟁	12	파산	11	유럽	10	증시	9	홍콩	8
103	2009-03-10	중국	36	일본	25	금융위기	23	보도	15	뉴욕	14	한국은행	13	우려	12	런던	11	금융시장	10	디플레이션	9
104	2009-03-11	중국	53	일본	33	금융위기	25	독일	16	뉴욕	15	증가	13	악화	11	우려	10	증시	9	주식	8
105	2009-03-12	중국	37	일본	28	뉴욕	20	금융위기	17	보도	14	한국은행	12	증시	11	증가	10	산업	9	중앙은행	8
106	2009-03-16	일본	32	중국	30	계획	20	뉴욕	19	유럽	15	예멘	12	보도	11	증시	10	우려	9	한국인	8
107	2009-03-18	일본	64	중국	41	뉴욕	36	금융위기	26	악화	23	우려	17	보도	16	증가	15	증시	12	홍콩	11
108	2009-03-25	중국	42	일본	39	금융위기	23	오바마	14	독일	13	백악관	12	증시	10	회복	9	보도	8	신문	7
109	2009-03-26	중국	45	일본	35	금융위기	25	뉴욕	22	국제통화기금	15	미국	13	계획	12	수출	11	악화	10	증시	9
110	2009-03-30	중국	48	일본	43	오바마	24	최고경영자	23	파산	20	금융위기	18	뉴욕	17	유럽	15	인터뷰	14	우려	12
111	2009-03-31	파산	67	일본	49	중국	48	우려	42	뉴욕	36	이탈리아	30	오바마	27	독일	26	보도	25	실업률	22
112	2009-04-02	일본	44	뉴욕	33	중국	26	보도	23	증가	21	독일	19	오바마	15	파산	14	주택	13	실업률	12
113	2009-04-06	일본	51	중국	39	뉴욕	25	러시아	24	북한	20	금융위기	18	우려	16	보도	14	파산	13	인공위성	12
114	2009-04-08	뉴욕	52	중국	43	일본	38	우려	28	악화	25	금융위기	23	독일	20	러시아	18	보도	17	주식시장	15
115	2009-04-09	중국	53	일본	46	뉴욕	31	금융시장	23	우려	21	실업률	20	악화	19	계획	18	인도	16	증가	15
116	2009-04-21	중국	40	우려	38	일본	30	보도	29	금융위기	24	감소	19	악화	17	주식시장	16	실업률	15	신문	13
117	2009-04-28	인플루엔자	57	돼지독감	36	중국	35	일본	34	뉴욕	28	우려	27	보도	21	독일	19	신문	16	감소	15
118	2009-04-29	인플루엔자	80	중국	37	일본	25	우려	23	멕시코	22	보도	20	악화	17	금융위기	12	이탈리아	11	회복	10
119	2009-04-30	일본	41	뉴욕	32	중국	30	인플루엔자	27	파산보호	22	우려	21	독일	19	회복	17	보도	16	미국	14
120	2009-05-14	중국	41	뉴욕	38	일본	30	금융위기	24	우려	18	감소	15	증가	14	악화	13	미국	11	최고경영자	10
121	2009-06-01	중국	50	파산보호	41	일본	39	뉴욕	26	파산	17	캐나다	16	오바마	14	독일	13	파산법	12	핵실험	11
122	2009-06-09	중국	36	뉴욕	33	우려	25	일본	24	독일	20	보도	18	계획	17	금융위기	14	달러화	13	캐나다	11
123	2009-07-08	일본	45	중국	43	우려	39	뉴욕	33	독일	23	러시아	18	회복	13	최악	11	이탈리아	10	인플레이션	9
124	2009-07-15	중국	43	일본	26	뉴욕	24	증가	14	우려	10	달러화	9	정치	8	인도	7	호주	6	최고경영자	5
125	2009-08-11	중국	53	일본	39	뉴욕	38	우려	18	보도	17	실업률	15	주식시장	11	동기	10	회복	9	달러화	8
126	2009-10-21	뉴욕	37	일본	30	중국	27	금융위기	22	아시아	21	증가	14	주택	13	우려	12	유로	10	실망	8
127	2009-12-04	중국	32	일본	28	실업률	22	아시아	20	뉴욕	17	유럽	11	우려	10	금융위기	9	인도	8	지속	7
128	2010-02-05	일본	44	우려	34	중국	26	뉴욕	25	실업률	24	아시아	21	독일	19	악화	16	증가	15	금융시장	14
129	2010-03-01	독일	15	칠레	14	중국	12	지진	10	정치	6	주택	5	프랑스	4	폭풍우	3	확장	2	획득	1
130	2010-05-06	그리스	45	우려	34	중국	29	뉴욕	25	독일	23	금융시장	21	금융위기	19	외교	18	현대차	17	유로존	16
131	2010-05-07	그리스	66	우려	33	금융시장	30	일본	29	금융위기	25	독일	23	유럽	20	공포	15	실수	13	중국	12
132	2010-05-10	독일	46	그리스	40	유로화	35	중국	29	일본	25	우려	24	금융시장	19	금융위기	16	공부	14	유로존	12
133	2010-05-17	일본	27	우려	22	금융위기	16	중국	14	유로화	12	안드로이드폰	11	유럽	10	위험	9	태국	8	정치	7
134	2010-05-18	중국	34	우려	25	독일	19	일본	16	유로	14	유럽	13	유로존	12	유로화	10	불안감	9	매일경제	8
135	2010-05-19	독일	49	일본	24	중국	20	공부	19	뉴욕	18	우려	15	월드컵	13	유로	11	태국	10	유로화	9
136	2010-05-20	독일	28	일본	23	중국	20	공격	18	우려	17	공부	16	유로	13	북한	12	유럽	11	아이폰	10
137	2010-05-24	중국	33	독일	22	우려	18	개혁	16	뉴욕	15	일본	13	금융위기	12	호주	11	전략	10	금융시장	8
138	2010-05-25	스페인	45	우려	28	전투	25	중국	24	금융시장	23	금융위기	17	뉴욕	16	파산	14	불안감	13	독일	12
139	2010-05-27	중국	54	유로	21	우려	17	일본	15	이탈리아	14	금융위기	13	증가	11	유럽	10	정치	9	유로화	8
140	2010-05-28	중국	58	일본	33	우려	21	독일	18	공부	14	유럽	13	호주	10	신문	9	아이패드	8	유로존	7
141	2010-06-01	중국	58	일본	35	우려	26	독일	23	공부	17	유럽	15	중앙은행	13	호주	11	캐나다	10	신문	9
142	2010-06-03	일본	29	뉴욕	25	지방선거	22	증가	21	독일	15	주택	12	민주당	11	우려	10	유로	9	계획	8
143	2010-06-07	헝가리	52	우려	29	금융시장	25	일본	23	중국	20	독일	14	공부	12	월드컵	11	인터뷰	10	아이폰	9
144	2010-06-14	중국	26	일본	23	우려	20	규제	18	그리스신화	16	월드컵	15	공부	12	독일	11	자본	9	정치	8
145	2010-06-16	축구	28	중국	25	일본	23	스페인	21	독일	20	우려	18	뉴욕	17	유로	13	강간	12	유로화	10
146	2010-06-21	중국	93	남아공월드컵	27	일본	25	개혁	20	우려	17	금융시장	14	독일	13	금융위기	12	벌벌	11	유연성	10
147	2010-06-25	중국	45	그리스	26	우려	24	일본	23	공부	16	독일	15	개혁	13	국채	11	대만	10	상원	9
148	2010-07-01	중국	46	우려	35	일본	30	스페인	25	뉴욕	23	금융위기	18	유로	16	유럽	15	공부	14	악화	13
149	2010-09-15	일본	95	뉴욕	37	중국	34	우려	29	독일	16	민주당	14	도쿄	13	단독	11	지속	10	금융시장	9
150	2010-11-23	아일랜드	48	중국	40	우려	37	뉴욕	30	일본	27	금융시장	22	북한	21	정치	18	독일	17	공격	15
151	2011-03-16	일본	227	대지진	87	우려	58	지진	57	공포	50	후쿠시마	39	중국	34	원자력발전소	31	원전	24	원자력	23
152	2011-03-18	일본	238	대지진	94	지진	53	우려	45	리비아	44	중국	40	원전	31	후쿠시마	28	원자력	27	러시아	22
153	2011-07-12	이탈리아	81	우려	70	독일	49	중국	38	유로존	24	그리스	20	뉴욕	19	증가	13	정치	12	스페인	10
154	2011-08-08	금융시장	62	일본	54	이탈리아	50	중국	46	뉴욕	43	우려	36	독일	31	강등	30	유럽	23	신용등급	22
155	2011-09-14	중국	51	그리스	49	우려	36	이탈리아	33	뉴욕	32	유럽	29	위험	24	프랑스	23	유로존	20	러시아	18
156	2011-09-19	독일	40	중국	38	그리스	26	이탈리아	25	일본	19	실망	14	금융위기	13	유로존	12	오바마	11	유럽	10
157	2011-09-22	이탈리아	51	뉴욕	44	금융위기	35	일본	28	우려	26	중국	25	그리스	22	유럽	19	주택	18	실업률	16
158	2011-09-26	독일	46	중국	35	유럽	29	유로존	26	일본	25	우려	22	금융위기	21	인터뷰	16	중앙은행	14	정치	12
159	2011-10-04	그리스	72	우려	42	중국	39	독일	36	일본	31	유로존	28	금융위기	26	호주	22	악화	19	유럽	18
160	2011-10-27	중국	52	독일	46	유로존	40	일본	37	뉴욕	28	이탈리아	20	유럽연합	19	우려	17	증가	14	태국	13
161	2011-12-19	김정일	121	일본	57	중국	43	사망	36	우려	32	인터뷰	22	이탈리아	20	뉴욕	19	독일	18	보도	16
162	2013-03-14	독일	28	일본	25	중국	24	우려	22	아르헨티나	16	증가	13	이탈리아	12	아시아	11	시진핑	10	예산	9
163	2013-04-04	일본	51	중국	33	뉴욕	21	공격	19	독일	18	정치	13	예산	12	정책	11	증가	10	금융정책	9
164	2013-05-23	일본	66	중국	52	뉴욕	40	우려	23	독일	22	아시아	18	철강왕	16	의회	15	제조업	14	전략	13
165	2013-06-11	일본	53	중국	43	뉴욕	27	독일	24	우려	15	성추행	13	실망	11	인플레이션	10	증가	9	이탈리아	8
166	2013-09-19	뉴욕	54	실업률	26	일본	20	공개시장	15	기준금리	12	상승세	11	전략	10	지속	9	정책	8	회의	7
167	2014-10-31	일본	70	중국	21	감소	14	우려	12	식품	11	증가	10	성장	9	지출	8	아시아	7	천연가스	6
168	2015-01-15	중국	30	일본	21	우려	20	김지훈	16	인도	15	스위스	12	성장	11	중앙은행	10	감소	9	캐나다	8
169	2015-01-23	일본	35	중앙은행	34	독일	32	중국	27	뉴욕	26	유럽	21	스위스	19	사우디	12	우려	10	증가	9
170	2015-08-11	중국	65	우려	22	일본	20	그리스	18	아시아	17	인터뷰	16	뉴욕	14	협상	13	독일	12	중앙은행	11
171	2015-08-21	중국	62	일본	28	우려	21	뉴욕	20	독일	15	제조업	14	최악	12	김지훈	11	확장	9	공포	8
172	2015-08-24	중국	97	일본	29	우려	18	폭락	16	아시아	14	상하이	10	호주	9	독일	8	중앙은행	6	증가	5
173	2015-08-26	중국	92	일본	19	금융시장	13	우려	12	상승세	11	중앙은행	9	독일	8	증권사	7	항공기	6	프랑스	5
174	2015-10-15	중국	38	뉴욕	23	우려	19	일본	17	월마트	15	상승세	13	아시아	11	증가	10	실업	9	박병희	8
175	2015-10-22	중국	55	일본	26	뉴욕	22	유럽	15	중앙은행	12	증가	10	아시아	9	김지훈	8	전일	7	회의	6
176	2015-12-03	중국	36	독일	23	일본	22	물가상승률	14	우려	13	러시아	12	회의	10	텍사스	9	서부	8	확장	7
177	2016-02-15	일본	64	중국	62	감소	21	우려	15	금융시장	13	악화	12	아시아	10	이란	8	독일	7	전략	6
178	2016-02-22	중국	45	일본	24	우려	13	정치	9	제조업	8	유럽연합	7	정책	6	증가	5	유럽	4	환매조건부채권	3
179	2016-03-17	중국	40	일본	31	금융시장	23	우려	19	중앙은행	18	아시아	16	러시아	15	독일	14	기준금리	13	카타르	11
180	2016-05-18	중국	55	일본	46	뉴욕	23	우려	21	독일	20	정치	14	인터뷰	11	신문	10	캐나다	8	중앙은행	7
181	2016-06-03	중국	40	일본	34	뉴욕	19	농업	15	독일	13	상승세	12	박병희	11	이란	10	우려	9	전략	8
182	2016-06-24	국민투표	121	유럽연합	85	일본	69	금융시장	62	독일	37	영국	33	투표	31	중국	29	우려	27	폭락	25
183	2016-06-27	일본	45	국민투표	44	중국	42	유럽연합	32	독일	26	우려	16	영국	15	유럽	14	아시아	10	쇼크	9
184	2016-07-12	일본	66	중국	44	뉴욕	22	상승세	19	독일	13	정치	11	캐나다	10	위험	9	신문	8	최고경영자	7
185	2016-09-13	중국	37	일본	28	뉴욕	21	비둘기파	12	추석	11	민주당	10	위험	9	트럼프	8	통화정책	7	전략	6
186	2016-11-09	트럼프	99	일본	25	대선	24	금융시장	22	우려	17	중국	15	공포	13	뉴욕	11	클린턴	8	아시아	6
187	2016-11-10	트럼프	100	일본	37	중국	20	금융시장	14	우려	13	정치	10	뉴욕	9	아시아	7	보호무역	6	주식시장	5
188	2017-01-06	중국	37	트럼프	36	일본	27	뉴욕	23	트위터	9	정치	8	인도	7	증가	6	주식시장	5	장대비	4
189	2017-01-17	트럼프	47	중국	36	독일	18	우려	16	일본	15	스위스	11	위험	8	유럽연합	7	성장	6	주식	5
190	2017-01-18	트럼프	67	중국	33	일본	18	독일	16	우려	12	스위스	10	반도체	7	자유무역	6	협상	5	트위터	4
191	2017-03-15	중국	33	트럼프	29	일본	23	후회	22	우려	15	뉴욕	14	독일	13	러시아	9	석유수출국기구	7	정치	6
192	2017-04-18	트럼프	31	일본	26	우려	19	뉴욕	15	후회	13	금융시장	12	정치	9	프랑스	6	핵실험	5	협상	4
193	2017-05-17	트럼프	27	중국	17	후회	16	정치	12	독일	10	금융시장	8	우려	7	감소	6	트위터	5	홍콩	4
194	2017-06-27	일본	34	중국	24	트럼프	12	반도체	11	후회	10	독일	9	유럽	8	신문	7	트위터	6	캐나다	5
195	2018-02-02	일본	20	중국	15	트럼프	11	우려	8	페이스북	7	최고경영자	6	독일	5	해킹	4	인플레이션	3	확장	2
196	2018-03-28	중국	22	우려	20	일본	17	트럼프	13	학생	9	페이스북	8	트위터	6	전쟁	5	투자가	4	호주	3
197	2018-11-15	중국	21	트럼프	13	유럽연합	12	뉴욕	11	협상	8	무역	7	애플	6	최고경영자	5	캐시	4	회의	3
198	2019-03-13	중국	34	트럼프	16	우려	15	일본	13	독일	12	협상	10	아시아	8	항공기	7	뉴욕	6	유럽연합	5
199	2019-08-13	중국	34	트럼프	25	일본	19	전쟁	14	금융시장	11	예비선거	10	금융위기	7	폭락	5	트위터	4	혼란	3
200	2020-02-03	중국	64	코로나바이러스	39	폐렴	21	일본	15	우려	13	금융시장	12	공포	8	폭락	7	트럼프	6	한국은행	5
201	2020-03-09	코로나바이러스	44	일본	26	금융시장	25	중국	22	공포	20	우려	18	폭락	14	독일	13	전쟁	10	사우디	8
202	2020-03-10	코로나바이러스	47	러시아	31	중국	23	트럼프	22	금융위기	21	일본	16	폭락	14	금융시장	13	바이러스	12	우려	10
203	2020-03-13	코로나바이러스	64	트럼프	32	폭락	28	금융시장	26	공포	23	일본	22	독일	21	뉴욕	20	중국	16	금융위기	14
204	2020-03-16	코로나바이러스	79	일본	40	중국	28	기준금리	18	중앙은행	17	스위스	15	트럼프	14	독일	13	제로	11	우려	10
205	2020-03-18	코로나바이러스	57	트럼프	31	중국	18	우려	16	일본	15	뉴욕	11	폭락	8	수단	7	한국은행	6	정책	5
206	2020-03-24	코로나바이러스	38	중국	16	일본	15	무제한	14	트럼프	12	독일	11	중앙은행	9	악화	8	우려	7	트위터	6
207	2020-03-27	코로나바이러스	29	중국	19	실업	15	바이러스	14	트럼프	13	뉴욕	9	상원	7	우려	6	악화	5	한국은행	4
